method,x,xq,approx,reference,signed_error,abs_error,rel_error,terms,muls,divs,shifts,adds,saturations,max_abs_intermediate_q,max_abs_intermediate_real,reduction_steps
fine_ln2_4_t12,1.87,31373394,5.48829674721,5.48829639929,3.47920924071e-07,3.47920924071e-07,6.33932460565e-08,4,5,4,1,5,0,108855556,6.48829674721,1
fine_ln2_8_t12,1.87,31373394,5.48829674721,5.48829639929,3.47920924071e-07,3.47920924071e-07,6.33932460565e-08,4,5,4,1,5,0,108855556,6.48829674721,1
fine_ln2_16_t12,1.87,31373394,5.48830461502,5.48829639929,8.21573403442e-06,8.21573403442e-06,1.49695523651e-06,3,4,3,1,4,0,108855688,6.48830461502,1
fine_ln2_32_t12,1.87,31373394,5.48828816414,5.48829639929,-8.23514792359e-06,8.23514792359e-06,1.50049256171e-06,3,4,3,1,4,0,108855412,6.48828816414,1
fine_ln2_64_t12,1.87,31373394,5.48832178116,5.48829639929,2.53818717297e-05,2.53818717297e-05,4.62472685204e-06,2,3,2,1,3,0,108855976,6.48832178116,1
direct_t12_trunc,1.88,31541166,5.55350363255,5.55350486219,-1.22964568217e-06,1.22964568217e-06,2.21417953649e-07,12,11,11,0,11,0,93172330,5.55350363255,0
direct_t12_rne,1.88,31541166,5.55350404978,5.55350486219,-8.12413168738e-07,8.12413168738e-07,1.46288369039e-07,12,11,11,0,11,0,93172337,5.55350404978,0
direct_t16_rne,1.88,31541166,5.55350470543,5.55350486219,-1.56762076209e-07,1.56762076209e-07,2.82275932225e-08,14,14,14,0,13,0,93172348,5.55350470543,0
direct_t20_rne,1.88,31541166,5.55350470543,5.55350486219,-1.56762076209e-07,1.56762076209e-07,2.82275932225e-08,14,14,14,0,13,0,93172348,5.55350470543,0
adaptive_rne,1.88,31541166,5.55350470543,5.55350486219,-1.56762076209e-07,1.56762076209e-07,2.82275932225e-08,14,13,13,0,13,0,93172348,5.55350470543,0
divfirst_t12_rne,1.88,31541166,5.5535042882,5.55350486219,-5.73994589637e-07,5.73994589637e-07,1.03357177833e-07,12,11,11,0,11,0,93172341,5.5535042882,0
rr_ln2_t12,1.88,31541166,5.55350494385,5.55350486219,8.16565028927e-08,8.16565028927e-08,1.47035979834e-08,6,7,6,1,7,0,109949568,6.55350494385,1
rr_ln2_adaptive,1.88,31541166,5.55350494385,5.55350486219,8.16565028927e-08,8.16565028927e-08,1.47035979834e-08,6,7,6,1,7,0,109949568,6.55350494385,1
halving_t12,1.88,31541166,5.55350661278,5.55350486219,1.7505865566e-06,1.7505865566e-06,3.15221936425e-07,8,10,8,4,9,0,93172380,5.55350661278,2
halving_adaptive,1.88,31541166,5.55350661278,5.55350486219,1.7505865566e-06,1.7505865566e-06,3.15221936425e-07,8,9,7,4,9,0,93172380,5.55350661278,2
fine_ln2_2_t12,1.88,31541166,5.55350470543,5.55350486219,-1.56762076209e-07,1.56762076209e-07,2.82275932225e-08,5,6,5,1,6,0,109949564,6.55350470543,1
fine_ln2_4_t12,1.88,31541166,5.55350494385,5.55350486219,8.16565028927e-08,8.16565028927e-08,1.47035979834e-08,3,4,3,1,4,0,109949568,6.55350494385,1
fine_ln2_8_t12,1.88,31541166,5.55350494385,5.55350486219,8.16565028927e-08,8.16565028927e-08,1.47035979834e-08,3,4,3,1,4,0,109949568,6.55350494385,1
fine_ln2_16_t12,1.88,31541166,5.5535132885,5.55350486219,8.42630677145e-06,8.42630677145e-06,1.51729529019e-06,3,4,3,1,4,0,109949708,6.5535132885,1
fine_ln2_32_t12,1.88,31541166,5.5534965992,5.55350486219,-8.26299376566e-06,8.26299376566e-06,1.48788809422e-06,2,3,2,1,3,0,109949428,6.5534965992,1
fine_ln2_64_t12,1.88,31541166,5.55353021622,5.55350486219,2.53540258877e-05,2.53540258877e-05,4.56540986581e-06,2,3,2,1,3,0,109949992,6.55353021622,1
direct_t12_trunc,1.89,31708938,5.61936736107,5.61936868104,-1.3199743556e-06,1.3199743556e-06,2.34897268807e-07,12,11,11,0,11,0,94277340,5.61936736107,0
direct_t12_rne,1.89,31708938,5.61936783791,5.61936868104,-8.43137197393e-07,8.43137197393e-07,1.50041267133e-07,12,11,11,0,11,0,94277348,5.61936783791,0
direct_t16_rne,1.89,31708938,5.61936861277,5.61936868104,-6.82768153126e-08,6.82768153126e-08,1.21502644137e-08,14,14,14,0,13,0,94277361,5.61936861277,0
direct_t20_rne,1.89,31708938,5.61936861277,5.61936868104,-6.82768153126e-08,6.82768153126e-08,1.21502644137e-08,14,14,14,0,13,0,94277361,5.61936861277,0
adaptive_rne,1.89,31708938,5.61936861277,5.61936868104,-6.82768153126e-08,6.82768153126e-08,1.21502644137e-08,14,14,14,0,13,0,94277361,5.61936861277,0
divfirst_t12_rne,1.89,31708938,5.61936753988,5.61936868104,-1.14116042127e-06,1.14116042127e-06,2.03076268179e-07,12,11,11,0,11,0,94277343,5.61936753988,0
rr_ln2_t12,1.89,31708938,5.61936807632,5.61936868104,-6.04718618291e-07,6.04718618291e-07,1.07613266296e-07,6,7,6,1,7,0,111054568,6.61936807632,1
rr_ln2_adaptive,1.89,31708938,5.61936807632,5.61936868104,-6.04718618291e-07,6.04718618291e-07,1.07613266296e-07,6,6,5,1,7,0,111054568,6.61936807632,1
halving_t12,1.89,31708938,5.61936998367,5.61936868104,1.30263001452e-06,1.30263001452e-06,2.31810740398e-07,8,10,8,4,9,0,94277384,5.61936998367,2
halving_adaptive,1.89,31708938,5.61936998367,5.61936868104,1.30263001452e-06,1.30263001452e-06,2.31810740398e-07,8,9,7,4,9,0,94277384,5.61936998367,2
fine_ln2_2_t12,1.89,31708938,5.61936807632,5.61936868104,-6.04718618291e-07,6.04718618291e-07,1.07613266296e-07,5,6,5,1,6,0,111054568,6.61936807632,1
fine_ln2_4_t12,1.89,31708938,5.61936855316,5.61936868104,-1.27881460088e-07,1.27881460088e-07,2.27572646229e-08,3,4,3,1,4,0,111054576,6.61936855316,1
fine_ln2_8_t12,1.89,31708938,5.61936855316,5.61936868104,-1.27881460088e-07,1.27881460088e-07,2.27572646229e-08,3,4,3,1,4,0,111054576,6.61936855316,1
fine_ln2_16_t12,1.89,31708938,5.61937737465,5.61936868104,8.69360596667e-06,8.69360596667e-06,1.54707876634e-06,3,4,3,1,4,0,111054724,6.61937737465,1
fine_ln2_32_t12,1.89,31708938,5.61935973167,5.61936868104,-8.94936888685e-06,8.94936888685e-06,1.59259329558e-06,2,3,2,1,3,0,111054428,6.61935973167,1
fine_ln2_64_t12,1.89,31708938,5.61939477921,5.61936868104,2.60981622411e-05,2.60981622411e-05,4.64432282742e-06,2,3,2,1,3,0,111055016,6.61939477921,1
direct_t12_trunc,1.9,31876710,5.68589311838,5.68589444228,-1.32389777185e-06,1.32389777185e-06,2.32838964088e-07,12,11,11,0,11,0,95393457,5.68589311838,0
direct_t12_rne,1.9,31876710,5.68589353561,5.68589444228,-9.06665258427e-07,9.06665258427e-07,1.59458686339e-07,12,11,11,0,11,0,95393464,5.68589353561,0
direct_t16_rne,1.9,31876710,5.68589431047,5.68589444228,-1.31804876347e-07,1.31804876347e-07,2.31810276615e-08,14,14,14,0,13,0,95393477,5.68589431047,0
direct_t20_rne,1.9,31876710,5.68589431047,5.68589444228,-1.31804876347e-07,1.31804876347e-07,2.31810276615e-08,14,14,14,0,13,0,95393477,5.68589431047,0
adaptive_rne,1.9,31876710,5.68589431047,5.68589444228,-1.31804876347e-07,1.31804876347e-07,2.31810276615e-08,14,14,14,0,13,0,95393477,5.68589431047,0
divfirst_t12_rne,1.9,31876710,5.68589347601,5.68589444228,-9.66269903202e-07,9.66269903202e-07,1.6994158316e-07,12,11,11,0,11,0,95393463,5.68589347601,0
rr_ln2_t12,1.9,31876710,5.68589448929,5.68589444228,4.70090579796e-08,4.70090579796e-08,8.26766280254e-09,6,7,6,1,7,0,112170696,6.68589448929,1
rr_ln2_adaptive,1.9,31876710,5.68589448929,5.68589444228,4.70090579796e-08,4.70090579796e-08,8.26766280254e-09,6,6,5,1,7,0,112170696,6.68589448929,1
halving_t12,1.9,31876710,5.68589490652,5.68589444228,4.64241571407e-07,4.64241571407e-07,8.16479405519e-08,8,10,8,4,9,0,95393487,5.68589490652,2
halving_adaptive,1.9,31876710,5.68589490652,5.68589444228,4.64241571407e-07,4.64241571407e-07,8.16479405519e-08,8,9,7,4,9,0,95393487,5.68589490652,2
fine_ln2_2_t12,1.9,31876710,5.68589448929,5.68589444228,4.70090579796e-08,4.70090579796e-08,8.26766280254e-09,6,7,6,1,7,0,112170696,6.68589448929,1
fine_ln2_4_t12,1.9,31876710,5.68589425087,5.68589444228,-1.91409521122e-07,1.91409521122e-07,3.36639244828e-08,3,4,3,1,4,0,112170692,6.68589425087,1
fine_ln2_8_t12,1.9,31876710,5.68589425087,5.68589444228,-1.91409521122e-07,1.91409521122e-07,3.36639244828e-08,3,4,3,1,4,0,112170692,6.68589425087,1
fine_ln2_16_t12,1.9,31876710,5.68590307236,5.68589444228,8.63007790564e-06,8.63007790564e-06,1.51780480507e-06,3,4,3,1,4,0,112170840,6.68590307236,1
fine_ln2_32_t12,1.9,31876710,5.68588542938,5.68589444228,-9.01289694788e-06,9.01289694788e-06,1.58513265404e-06,3,4,3,1,4,0,112170544,6.68588542938,1
fine_ln2_64_t12,1.9,31876710,5.68592023849,5.68589444228,2.57962156009e-05,2.57962156009e-05,4.53687908962e-06,2,3,2,1,3,0,112171128,6.68592023849,1
direct_t12_trunc,1.91,32044483,5.75308769941,5.75308879853,-1.09911798774e-06,1.09911798774e-06,1.91048326599e-07,12,11,11,0,11,0,96520795,5.75308769941,0
direct_t12_rne,1.91,32044483,5.75308823586,5.75308879853,-5.62676184757e-07,5.62676184757e-07,9.78041890993e-08,12,11,11,0,11,0,96520804,5.75308823586,0
direct_t16_rne,1.91,32044483,5.75308907032,5.75308879853,2.71788842099e-07,2.71788842099e-07,4.72422470114e-08,14,14,14,0,13,0,96520818,5.75308907032,0
direct_t20_rne,1.91,32044483,5.75308907032,5.75308879853,2.71788842099e-07,2.71788842099e-07,4.72422470114e-08,14,14,14,0,13,0,96520818,5.75308907032,0
adaptive_rne,1.91,32044483,5.75308907032,5.75308879853,2.71788842099e-07,2.71788842099e-07,4.72422470114e-08,14,14,14,0,13,0,96520818,5.75308907032,0
divfirst_t12_rne,1.91,32044483,5.75308835506,5.75308879853,-4.43466895206e-07,4.43466895206e-07,7.70832696549e-08,12,11,11,0,11,0,96520806,5.75308835506,0
rr_ln2_t12,1.91,32044483,5.75308895111,5.75308879853,1.52579552548e-07,1.52579552548e-07,2.6521327567e-08,6,7,6,1,7,0,113298032,6.75308895111,1
rr_ln2_adaptive,1.91,32044483,5.75308895111,5.75308879853,1.52579552548e-07,1.52579552548e-07,2.6521327567e-08,6,6,5,1,7,0,113298032,6.75308895111,1
halving_t12,1.91,32044483,5.75308984518,5.75308879853,1.04664922418e-06,1.04664922418e-06,1.819282234e-07,8,10,8,4,9,0,96520831,5.75308984518,2
halving_adaptive,1.91,32044483,5.75308984518,5.75308879853,1.04664922418e-06,1.04664922418e-06,1.819282234e-07,8,9,7,4,9,0,96520831,5.75308984518,2
fine_ln2_2_t12,1.91,32044483,5.75308895111,5.75308879853,1.52579552548e-07,1.52579552548e-07,2.6521327567e-08,6,7,6,1,7,0,113298032,6.75308895111,1
fine_ln2_4_t12,1.91,32044483,5.75308895111,5.75308879853,1.52579552548e-07,1.52579552548e-07,2.6521327567e-08,2,3,2,1,3,0,113298032,6.75308895111,1
fine_ln2_8_t12,1.91,32044483,5.75308895111,5.75308879853,1.52579552548e-07,1.52579552548e-07,2.6521327567e-08,2,3,2,1,3,0,113298032,6.75308895111,1
fine_ln2_16_t12,1.91,32044483,5.7530977726,5.75308879853,8.97406697931e-06,8.97406697931e-06,1.55986936645e-06,2,3,2,1,3,0,113298180,6.7530977726,1
fine_ln2_32_t12,1.91,32044483,5.75308012962,5.75308879853,-8.66890787421e-06,8.66890787421e-06,1.50682671132e-06,2,3,2,1,3,0,113297884,6.75308012962,1
fine_ln2_64_t12,1.91,32044483,5.75311589241,5.75308879853,2.7093878991e-05,2.7093878991e-05,4.709449122e-06,2,3,2,1,3,0,113298484,6.75311589241,1
direct_t12_trunc,1.92,32212255,5.82095724344,5.82095846929,-1.22584821405e-06,1.22584821405e-06,2.10592159438e-07,12,11,11,0,11,0,97659457,5.82095724344,0
direct_t12_rne,1.92,32212255,5.82095772028,5.82095846929,-7.49011055845e-07,7.49011055845e-07,1.28674866828e-07,12,11,11,0,11,0,97659465,5.82095772028,0
direct_t16_rne,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,14,14,14,0,13,0,97659480,5.82095861435,0
direct_t20_rne,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,14,14,14,0,13,0,97659480,5.82095861435,0
adaptive_rne,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,14,14,14,0,13,0,97659480,5.82095861435,0
divfirst_t12_rne,1.92,32212255,5.82095777988,5.82095846929,-6.8940641107e-07,6.8940641107e-07,1.18435205251e-07,12,11,11,0,11,0,97659466,5.82095777988,0
rr_ln2_t12,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,5,6,5,1,6,0,114436696,6.82095861435,1
rr_ln2_adaptive,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,5,6,5,1,6,0,114436696,6.82095861435,1
halving_t12,1.92,32212255,5.82096004486,5.82095846929,1.5755700904e-06,1.5755700904e-06,2.70671934649e-07,8,10,8,4,9,0,97659504,5.82096004486,2
halving_adaptive,1.92,32212255,5.82096004486,5.82095846929,1.5755700904e-06,1.5755700904e-06,2.70671934649e-07,8,9,7,4,9,0,97659504,5.82096004486,2
fine_ln2_2_t12,1.92,32212255,5.82095861435,5.82095846929,1.45058615786e-07,1.45058615786e-07,2.49200568173e-08,5,6,5,1,6,0,114436696,6.82095861435,1
fine_ln2_4_t12,1.92,32212255,5.82095837593,5.82095846929,-9.33599633157e-08,9.33599633157e-08,1.6038589488e-08,3,4,3,1,4,0,114436692,6.82095837593,1
fine_ln2_8_t12,1.92,32212255,5.82095837593,5.82095846929,-9.33599633157e-08,9.33599633157e-08,1.6038589488e-08,3,4,3,1,4,0,114436692,6.82095837593,1
fine_ln2_16_t12,1.92,32212255,5.82096767426,5.82095846929,9.20496462165e-06,9.20496462165e-06,1.58134861642e-06,3,4,3,1,4,0,114436848,6.82096767426,1
fine_ln2_32_t12,1.92,32212255,5.82094979286,5.82095846929,-8.67642881097e-06,8.67642881097e-06,1.49054985648e-06,3,4,3,1,4,0,114436548,6.82094979286,1
fine_ln2_64_t12,1.92,32212255,5.82098579407,5.82095846929,2.73247766334e-05,2.73247766334e-05,4.69420573562e-06,2,3,2,1,3,0,114437152,6.82098579407,1
direct_t12_trunc,1.93,32380027,5.88950884342,5.88951024158,-1.3981593554e-06,1.3981593554e-06,2.37398238232e-07,12,11,11,0,11,0,98809562,5.88950884342,0
direct_t12_rne,1.93,32380027,5.88950926065,5.88951024158,-9.80926841976e-07,9.80926841976e-07,1.66554908938e-07,12,11,11,0,11,0,98809569,5.88950926065,0
direct_t16_rne,1.93,32380027,5.88951021433,5.88951024158,-2.72525255696e-08,2.72525255696e-08,4.62729912195e-09,14,14,14,0,13,0,98809585,5.88951021433,0
direct_t20_rne,1.93,32380027,5.88951021433,5.88951024158,-2.72525255696e-08,2.72525255696e-08,4.62729912195e-09,14,14,14,0,13,0,98809585,5.88951021433,0
